trial	hash	status	op	score	ann_sharpe	hold_sharpe	ann_roi	max_dd	win_d	improvement_pct	profit_target	stop_loss	apply_dtes	apply_tiers	apply_sides
68	93394db	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	90	100	0,1,3	conservative	call
69	eb37990	discard	shift_stop_loss	11.6333	11.633	11.220	58467.64	0.00	100.00	+3.7	90	150	0,1,3	conservative	call,put
70	368f511	discard	swap_tiers	10.4381	10.548	11.220	54413.89	0.31	97.86	-6.0	90	100	0,1,3	aggressive	call,put
71	dee590d	discard	toggle_dte	11.2819	11.282	11.220	59022.94	0.00	100.00	+0.6	90	100	0,3	conservative	call,put
72	b637594	discard	toggle_dte	11.5694	11.569	11.220	56969.25	0.00	100.00	+3.1	90	100	0,1,2,3	conservative	call,put
73	5c5b075	discard	toggle_dte	11.6145	11.615	11.220	58580.22	0.00	100.00	+3.5	90	100	1,3	conservative	call,put
74	d6e9b4e	discard	shift_stop_loss	11.6000	11.600	11.220	57724.82	0.00	100.00	+3.4	90	50	0,1,3	conservative	call,put
75	eb37990	discard	shift_stop_loss	11.6333	11.633	11.220	58467.64	0.00	100.00	+3.7	90	150	0,1,3	conservative	call,put
76	d6e9b4e	discard	shift_stop_loss	11.6000	11.600	11.220	57724.82	0.00	100.00	+3.4	90	50	0,1,3	conservative	call,put
77	2970383	discard	shift_profit_target	11.6540	11.654	11.220	58068.91	0.00	100.00	+3.9	95	100	0,1,3	conservative	call,put
78	a50a76a	discard	swap_tiers	11.6575	11.657	11.220	58029.41	0.00	100.00	+3.9	90	100	0,1,3	conservative	call,put
79	93394db	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	90	100	0,1,3	conservative	call
80	368f511	discard	swap_tiers	10.4381	10.548	11.220	54413.89	0.31	97.86	-6.0	90	100	0,1,3	aggressive	call,put
81	eb37990	discard	shift_stop_loss	11.6333	11.633	11.220	58467.64	0.00	100.00	+3.7	90	150	0,1,3	conservative	call,put
82	cc8250f	discard	swap_tiers	10.5073	10.680	11.220	48077.86	0.48	97.55	-4.8	90	100	0,1,3	conservative,moderate	call,put
83	2970383	discard	shift_profit_target	11.6540	11.654	11.220	58068.91	0.00	100.00	+3.9	95	100	0,1,3	conservative	call,put
84	65ec58b	discard	swap_tiers	9.0498	9.306	11.220	44462.33	0.83	93.58	-17.1	90	100	0,1,3	aggressive,moderate	call,put
85	2970383	discard	shift_profit_target	11.6540	11.654	11.220	58068.91	0.00	100.00	+3.9	95	100	0,1,3	conservative	call,put
86	36d959c	discard	toggle_dte	11.6575	11.657	11.220	58029.41	0.00	100.00	+3.9	90	100	0,1	conservative	call,put
87	cc8250f	discard	swap_tiers	10.5073	10.680	11.220	48077.86	0.48	97.55	-4.8	90	100	0,1,3	conservative,moderate	call,put
88	994ae4a	discard	toggle_side	11.6575	11.657	11.220	58029.41	0.00	100.00	+3.9	90	100	0,1,3	conservative	put
89	cdb454b	discard	swap_tiers	10.1162	10.277	11.220	49622.19	0.47	97.86	-8.4	90	100	0,1,3	moderate	call,put
90	36d959c	discard	toggle_dte	11.6575	11.657	11.220	58029.41	0.00	100.00	+3.9	90	100	0,1	conservative	call,put
91	368f511	discard	swap_tiers	10.4381	10.548	11.220	54413.89	0.31	97.86	-6.0	90	100	0,1,3	aggressive	call,put
92	a50a76a	discard	swap_tiers	11.6575	11.657	11.220	58029.41	0.00	100.00	+3.9	90	100	0,1,3	conservative	call,put
93	2d41e34	discard	swap_tiers	9.3810	9.657	11.220	42918.01	0.86	93.27	-13.9	90	100	0,1,3	aggressive,conservative,moderate	call,put
94	eb37990	discard	shift_stop_loss	11.6333	11.633	11.220	58467.64	0.00	100.00	+3.7	90	150	0,1,3	conservative	call,put
95	d6e9b4e	discard	shift_stop_loss	11.6000	11.600	11.220	57724.82	0.00	100.00	+3.4	90	50	0,1,3	conservative	call,put
96	cc8250f	discard	swap_tiers	10.5073	10.680	11.220	48077.86	0.48	97.55	-4.8	90	100	0,1,3	conservative,moderate	call,put
97	994ae4a	discard	toggle_side	11.6575	11.657	11.220	58029.41	0.00	100.00	+3.9	90	100	0,1,3	conservative	put
98	d0803e9	keep	shift_profit_target	11.6765	11.676	11.220	57876.93	0.00	100.00	+4.1	80	100	0,1,3	conservative	call,put
99	f55e85d	discard	swap_tiers	10.1556	10.318	11.220	49375.66	0.47	97.86	-8.0	80	100	0,1,3	moderate	call,put
100	f55e85d	discard	swap_tiers	10.1556	10.318	11.220	49375.66	0.47	97.86	-8.0	80	100	0,1,3	moderate	call,put
101	550c39b	discard	shift_profit_target	11.6752	11.675	11.220	57924.98	0.00	100.00	+4.1	85	100	0,1,3	conservative	call,put
102	d0803e9	discard	swap_tiers	11.6765	11.676	11.220	57876.93	0.00	100.00	+4.1	80	100	0,1,3	conservative	call,put
103	7121841	discard	shift_stop_loss	11.6510	11.651	11.220	58312.80	0.00	100.00	+3.8	80	150	0,1,3	conservative	call,put
104	f1c0d53	discard	toggle_dte	11.5885	11.589	11.220	56774.29	0.00	100.00	+3.3	80	100	0,1,2,3	conservative	call,put
105	d0803e9	discard	swap_tiers	11.6765	11.676	11.220	57876.93	0.00	100.00	+4.1	80	100	0,1,3	conservative	call,put
106	d0803e9	discard	swap_tiers	11.6765	11.676	11.220	57876.93	0.00	100.00	+4.1	80	100	0,1,3	conservative	call,put
107	550c39b	discard	shift_profit_target	11.6752	11.675	11.220	57924.98	0.00	100.00	+4.1	85	100	0,1,3	conservative	call,put
108	2d0823a	keep	shift_profit_target	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	call,put
109	0380632	discard	toggle_side	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	put
110	3b8952f	discard	toggle_dte	11.3171	11.317	11.220	58880.72	0.00	100.00	+0.9	70	100	0,3	conservative	call,put
111	ae04c21	discard	shift_profit_target	11.7457	11.746	11.220	57566.57	0.00	100.00	+4.7	60	100	0,1,3	conservative	call,put
112	69bca02	discard	shift_profit_target	11.7463	11.746	11.220	57659.83	0.00	100.00	+4.7	65	100	0,1,3	conservative	call,put
113	7199ef7	discard	shift_stop_loss	11.6885	11.688	11.220	57403.23	0.00	100.00	+4.2	70	50	0,1,3	conservative	call,put
114	d0803e9	discard	shift_profit_target	11.6765	11.676	11.220	57876.93	0.00	100.00	+4.1	80	100	0,1,3	conservative	call,put
115	7199ef7	discard	shift_stop_loss	11.6885	11.688	11.220	57403.23	0.00	100.00	+4.2	70	50	0,1,3	conservative	call,put
116	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
117	d0803e9	discard	shift_profit_target	11.6765	11.676	11.220	57876.93	0.00	100.00	+4.1	80	100	0,1,3	conservative	call,put
118	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
119	791289f	discard	toggle_dte	11.6510	11.651	11.220	56527.87	0.00	100.00	+3.8	70	100	0,1,2,3	conservative	call,put
120	7199ef7	discard	shift_stop_loss	11.6885	11.688	11.220	57403.23	0.00	100.00	+4.2	70	50	0,1,3	conservative	call,put
121	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
122	d0803e9	discard	shift_profit_target	11.6765	11.676	11.220	57876.93	0.00	100.00	+4.1	80	100	0,1,3	conservative	call,put
123	b03f3f1	discard	shift_profit_target	11.6907	11.691	11.220	57807.10	0.00	100.00	+4.2	75	100	0,1,3	conservative	call,put
124	ce78f1f	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	70	100	0,1,3	conservative	call
125	4034f48	discard	swap_tiers	9.4973	9.802	11.220	41211.52	0.93	93.27	-12.6	70	100	0,1,3	aggressive,conservative,moderate	call,put
126	7199ef7	discard	shift_stop_loss	11.6885	11.688	11.220	57403.23	0.00	100.00	+4.2	70	50	0,1,3	conservative	call,put
127	0380632	discard	toggle_side	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	put
128	ae04c21	discard	shift_profit_target	11.7457	11.746	11.220	57566.57	0.00	100.00	+4.7	60	100	0,1,3	conservative	call,put
129	7ef5d7c	discard	toggle_dte	11.6592	11.659	11.220	58380.61	0.00	100.00	+3.9	70	100	1,3	conservative	call,put
130	0380632	discard	toggle_side	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	put
131	43da125	discard	toggle_dte	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1	conservative	call,put
132	7ef5d7c	discard	toggle_dte	11.6592	11.659	11.220	58380.61	0.00	100.00	+3.9	70	100	1,3	conservative	call,put
133	ce78f1f	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	70	100	0,1,3	conservative	call
134	b03f3f1	discard	shift_profit_target	11.6907	11.691	11.220	57807.10	0.00	100.00	+4.2	75	100	0,1,3	conservative	call,put
135	692878e	discard	swap_tiers	10.4545	10.566	11.220	53811.89	0.32	98.17	-5.8	70	100	0,1,3	aggressive	call,put
136	2d0823a	discard	swap_tiers	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	call,put
137	4034f48	discard	swap_tiers	9.4973	9.802	11.220	41211.52	0.93	93.27	-12.6	70	100	0,1,3	aggressive,conservative,moderate	call,put
138	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
139	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
140	ce78f1f	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	70	100	0,1,3	conservative	call
141	49e726a	discard	swap_tiers	9.0699	9.344	11.220	43097.67	0.88	93.88	-16.7	70	100	0,1,3	aggressive,moderate	call,put
142	ce78f1f	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	70	100	0,1,3	conservative	call
143	3b8952f	discard	toggle_dte	11.3171	11.317	11.220	58880.72	0.00	100.00	+0.9	70	100	0,3	conservative	call,put
144	b03f3f1	discard	shift_profit_target	11.6907	11.691	11.220	57807.10	0.00	100.00	+4.2	75	100	0,1,3	conservative	call,put
145	5ee4bfe	discard	swap_tiers	10.1574	10.332	11.220	48859.52	0.51	98.17	-7.9	70	100	0,1,3	moderate	call,put
146	ed1439a	discard	swap_tiers	10.6574	10.848	11.220	46973.37	0.53	97.86	-3.3	70	100	0,1,3	conservative,moderate	call,put
147	ce78f1f	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	70	100	0,1,3	conservative	call
148	7ef5d7c	discard	toggle_dte	11.6592	11.659	11.220	58380.61	0.00	100.00	+3.9	70	100	1,3	conservative	call,put
149	2d0823a	discard	swap_tiers	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	call,put
150	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
151	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
152	791289f	discard	toggle_dte	11.6510	11.651	11.220	56527.87	0.00	100.00	+3.8	70	100	0,1,2,3	conservative	call,put
153	791289f	discard	toggle_dte	11.6510	11.651	11.220	56527.87	0.00	100.00	+3.8	70	100	0,1,2,3	conservative	call,put
154	0380632	discard	toggle_side	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	put
155	0380632	discard	toggle_side	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	put
156	69bca02	discard	shift_profit_target	11.7463	11.746	11.220	57659.83	0.00	100.00	+4.7	65	100	0,1,3	conservative	call,put
157	49e726a	discard	swap_tiers	9.0699	9.344	11.220	43097.67	0.88	93.88	-16.7	70	100	0,1,3	aggressive,moderate	call,put
158	0380632	discard	toggle_side	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	put
159	4034f48	discard	swap_tiers	9.4973	9.802	11.220	41211.52	0.93	93.27	-12.6	70	100	0,1,3	aggressive,conservative,moderate	call,put
160	49e726a	discard	swap_tiers	9.0699	9.344	11.220	43097.67	0.88	93.88	-16.7	70	100	0,1,3	aggressive,moderate	call,put
161	69bca02	discard	shift_profit_target	11.7463	11.746	11.220	57659.83	0.00	100.00	+4.7	65	100	0,1,3	conservative	call,put
162	3b8952f	discard	toggle_dte	11.3171	11.317	11.220	58880.72	0.00	100.00	+0.9	70	100	0,3	conservative	call,put
163	4034f48	discard	swap_tiers	9.4973	9.802	11.220	41211.52	0.93	93.27	-12.6	70	100	0,1,3	aggressive,conservative,moderate	call,put
164	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
165	ce78f1f	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	70	100	0,1,3	conservative	call
166	ed1439a	discard	swap_tiers	10.6574	10.848	11.220	46973.37	0.53	97.86	-3.3	70	100	0,1,3	conservative,moderate	call,put
167	ce78f1f	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	70	100	0,1,3	conservative	call
168	4034f48	discard	swap_tiers	9.4973	9.802	11.220	41211.52	0.93	93.27	-12.6	70	100	0,1,3	aggressive,conservative,moderate	call,put
169	ce78f1f	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	70	100	0,1,3	conservative	call
170	43da125	discard	toggle_dte	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1	conservative	call,put
171	791289f	discard	toggle_dte	11.6510	11.651	11.220	56527.87	0.00	100.00	+3.8	70	100	0,1,2,3	conservative	call,put
172	3b8952f	discard	toggle_dte	11.3171	11.317	11.220	58880.72	0.00	100.00	+0.9	70	100	0,3	conservative	call,put
173	ae04c21	discard	shift_profit_target	11.7457	11.746	11.220	57566.57	0.00	100.00	+4.7	60	100	0,1,3	conservative	call,put
174	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
175	ae04c21	discard	shift_profit_target	11.7457	11.746	11.220	57566.57	0.00	100.00	+4.7	60	100	0,1,3	conservative	call,put
176	0380632	discard	toggle_side	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	put
177	7199ef7	discard	shift_stop_loss	11.6885	11.688	11.220	57403.23	0.00	100.00	+4.2	70	50	0,1,3	conservative	call,put
178	2d0823a	discard	swap_tiers	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	call,put
179	ce78f1f	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	70	100	0,1,3	conservative	call
180	69bca02	discard	shift_profit_target	11.7463	11.746	11.220	57659.83	0.00	100.00	+4.7	65	100	0,1,3	conservative	call,put
181	3b8952f	discard	toggle_dte	11.3171	11.317	11.220	58880.72	0.00	100.00	+0.9	70	100	0,3	conservative	call,put
182	3b8952f	discard	toggle_dte	11.3171	11.317	11.220	58880.72	0.00	100.00	+0.9	70	100	0,3	conservative	call,put
183	7ef5d7c	discard	toggle_dte	11.6592	11.659	11.220	58380.61	0.00	100.00	+3.9	70	100	1,3	conservative	call,put
184	0380632	discard	toggle_side	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	put
185	7ef5d7c	discard	toggle_dte	11.6592	11.659	11.220	58380.61	0.00	100.00	+3.9	70	100	1,3	conservative	call,put
186	d0803e9	discard	shift_profit_target	11.6765	11.676	11.220	57876.93	0.00	100.00	+4.1	80	100	0,1,3	conservative	call,put
187	3b8952f	discard	toggle_dte	11.3171	11.317	11.220	58880.72	0.00	100.00	+0.9	70	100	0,3	conservative	call,put
188	692878e	discard	swap_tiers	10.4545	10.566	11.220	53811.89	0.32	98.17	-5.8	70	100	0,1,3	aggressive	call,put
189	d0803e9	discard	shift_profit_target	11.6765	11.676	11.220	57876.93	0.00	100.00	+4.1	80	100	0,1,3	conservative	call,put
190	43da125	discard	toggle_dte	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1	conservative	call,put
191	49e726a	discard	swap_tiers	9.0699	9.344	11.220	43097.67	0.88	93.88	-16.7	70	100	0,1,3	aggressive,moderate	call,put
192	3b8952f	discard	toggle_dte	11.3171	11.317	11.220	58880.72	0.00	100.00	+0.9	70	100	0,3	conservative	call,put
193	b03f3f1	discard	shift_profit_target	11.6907	11.691	11.220	57807.10	0.00	100.00	+4.2	75	100	0,1,3	conservative	call,put
194	692878e	discard	swap_tiers	10.4545	10.566	11.220	53811.89	0.32	98.17	-5.8	70	100	0,1,3	aggressive	call,put
195	b03f3f1	discard	shift_profit_target	11.6907	11.691	11.220	57807.10	0.00	100.00	+4.2	75	100	0,1,3	conservative	call,put
196	692878e	discard	swap_tiers	10.4545	10.566	11.220	53811.89	0.32	98.17	-5.8	70	100	0,1,3	aggressive	call,put
197	0380632	discard	toggle_side	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	put
198	7199ef7	discard	shift_stop_loss	11.6885	11.688	11.220	57403.23	0.00	100.00	+4.2	70	50	0,1,3	conservative	call,put
199	ce78f1f	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	70	100	0,1,3	conservative	call
200	69bca02	discard	shift_profit_target	11.7463	11.746	11.220	57659.83	0.00	100.00	+4.7	65	100	0,1,3	conservative	call,put
201	d0803e9	discard	shift_profit_target	11.6765	11.676	11.220	57876.93	0.00	100.00	+4.1	80	100	0,1,3	conservative	call,put
202	ed1439a	discard	swap_tiers	10.6574	10.848	11.220	46973.37	0.53	97.86	-3.3	70	100	0,1,3	conservative,moderate	call,put
203	0380632	discard	toggle_side	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	put
204	ce78f1f	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	70	100	0,1,3	conservative	call
205	49e726a	discard	swap_tiers	9.0699	9.344	11.220	43097.67	0.88	93.88	-16.7	70	100	0,1,3	aggressive,moderate	call,put
206	43da125	discard	toggle_dte	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1	conservative	call,put
207	7ef5d7c	discard	toggle_dte	11.6592	11.659	11.220	58380.61	0.00	100.00	+3.9	70	100	1,3	conservative	call,put
208	0380632	discard	toggle_side	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	put
209	7199ef7	discard	shift_stop_loss	11.6885	11.688	11.220	57403.23	0.00	100.00	+4.2	70	50	0,1,3	conservative	call,put
210	7ef5d7c	discard	toggle_dte	11.6592	11.659	11.220	58380.61	0.00	100.00	+3.9	70	100	1,3	conservative	call,put
211	7199ef7	discard	shift_stop_loss	11.6885	11.688	11.220	57403.23	0.00	100.00	+4.2	70	50	0,1,3	conservative	call,put
212	7199ef7	discard	shift_stop_loss	11.6885	11.688	11.220	57403.23	0.00	100.00	+4.2	70	50	0,1,3	conservative	call,put
213	7199ef7	discard	shift_stop_loss	11.6885	11.688	11.220	57403.23	0.00	100.00	+4.2	70	50	0,1,3	conservative	call,put
214	49e726a	discard	swap_tiers	9.0699	9.344	11.220	43097.67	0.88	93.88	-16.7	70	100	0,1,3	aggressive,moderate	call,put
215	ce78f1f	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	70	100	0,1,3	conservative	call
216	7ef5d7c	discard	toggle_dte	11.6592	11.659	11.220	58380.61	0.00	100.00	+3.9	70	100	1,3	conservative	call,put
217	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
218	43da125	discard	toggle_dte	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1	conservative	call,put
219	ae04c21	discard	shift_profit_target	11.7457	11.746	11.220	57566.57	0.00	100.00	+4.7	60	100	0,1,3	conservative	call,put
220	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
221	0380632	discard	toggle_side	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	put
222	692878e	discard	swap_tiers	10.4545	10.566	11.220	53811.89	0.32	98.17	-5.8	70	100	0,1,3	aggressive	call,put
223	0380632	discard	toggle_side	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	put
224	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
225	7199ef7	discard	shift_stop_loss	11.6885	11.688	11.220	57403.23	0.00	100.00	+4.2	70	50	0,1,3	conservative	call,put
226	69bca02	discard	shift_profit_target	11.7463	11.746	11.220	57659.83	0.00	100.00	+4.7	65	100	0,1,3	conservative	call,put
227	791289f	discard	toggle_dte	11.6510	11.651	11.220	56527.87	0.00	100.00	+3.8	70	100	0,1,2,3	conservative	call,put
228	692878e	discard	swap_tiers	10.4545	10.566	11.220	53811.89	0.32	98.17	-5.8	70	100	0,1,3	aggressive	call,put
229	4034f48	discard	swap_tiers	9.4973	9.802	11.220	41211.52	0.93	93.27	-12.6	70	100	0,1,3	aggressive,conservative,moderate	call,put
230	43da125	discard	toggle_dte	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1	conservative	call,put
231	43da125	discard	toggle_dte	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1	conservative	call,put
232	692878e	discard	swap_tiers	10.4545	10.566	11.220	53811.89	0.32	98.17	-5.8	70	100	0,1,3	aggressive	call,put
233	0380632	discard	toggle_side	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	put
234	4034f48	discard	swap_tiers	9.4973	9.802	11.220	41211.52	0.93	93.27	-12.6	70	100	0,1,3	aggressive,conservative,moderate	call,put
235	791289f	discard	toggle_dte	11.6510	11.651	11.220	56527.87	0.00	100.00	+3.8	70	100	0,1,2,3	conservative	call,put
236	69bca02	discard	shift_profit_target	11.7463	11.746	11.220	57659.83	0.00	100.00	+4.7	65	100	0,1,3	conservative	call,put
237	7199ef7	discard	shift_stop_loss	11.6885	11.688	11.220	57403.23	0.00	100.00	+4.2	70	50	0,1,3	conservative	call,put
238	7ef5d7c	discard	toggle_dte	11.6592	11.659	11.220	58380.61	0.00	100.00	+3.9	70	100	1,3	conservative	call,put
239	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
240	ce78f1f	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	70	100	0,1,3	conservative	call
241	3b8952f	discard	toggle_dte	11.3171	11.317	11.220	58880.72	0.00	100.00	+0.9	70	100	0,3	conservative	call,put
242	ce78f1f	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	70	100	0,1,3	conservative	call
243	692878e	discard	swap_tiers	10.4545	10.566	11.220	53811.89	0.32	98.17	-5.8	70	100	0,1,3	aggressive	call,put
244	2d0823a	discard	swap_tiers	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	call,put
245	2d0823a	discard	swap_tiers	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	call,put
246	7ef5d7c	discard	toggle_dte	11.6592	11.659	11.220	58380.61	0.00	100.00	+3.9	70	100	1,3	conservative	call,put
247	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
248	4034f48	discard	swap_tiers	9.4973	9.802	11.220	41211.52	0.93	93.27	-12.6	70	100	0,1,3	aggressive,conservative,moderate	call,put
249	2d0823a	discard	swap_tiers	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	call,put
250	ed1439a	discard	swap_tiers	10.6574	10.848	11.220	46973.37	0.53	97.86	-3.3	70	100	0,1,3	conservative,moderate	call,put
251	b03f3f1	discard	shift_profit_target	11.6907	11.691	11.220	57807.10	0.00	100.00	+4.2	75	100	0,1,3	conservative	call,put
252	b03f3f1	discard	shift_profit_target	11.6907	11.691	11.220	57807.10	0.00	100.00	+4.2	75	100	0,1,3	conservative	call,put
253	791289f	discard	toggle_dte	11.6510	11.651	11.220	56527.87	0.00	100.00	+3.8	70	100	0,1,2,3	conservative	call,put
254	b03f3f1	discard	shift_profit_target	11.6907	11.691	11.220	57807.10	0.00	100.00	+4.2	75	100	0,1,3	conservative	call,put
255	0380632	discard	toggle_side	11.7466	11.747	11.220	57687.59	0.00	100.00	+4.7	70	100	0,1,3	conservative	put
256	ce78f1f	discard	toggle_side	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	70	100	0,1,3	conservative	call
257	692878e	discard	swap_tiers	10.4545	10.566	11.220	53811.89	0.32	98.17	-5.8	70	100	0,1,3	aggressive	call,put
258	36155b4	discard	shift_stop_loss	11.7189	11.719	11.220	58121.67	0.00	100.00	+4.4	70	150	0,1,3	conservative	call,put
1	bd5f859	keep	rand	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	300	0	aggressive,conservative,moderate	call,put
2	eae08da	discard	rand	11.2027	11.203	11.220	54116.46	0.00	100.00	-0.2	9999	50	0	conservative,moderate	call,put
3	32c92b6	keep	rand	11.6381	11.646	11.220	52808.86	0.02	99.69	+3.8	9999	50	0,2	moderate	put
4	7acb443	keep	rand	11.7524	11.752	11.220	56073.24	0.00	100.00	+4.7	9999	100	0,1,2,3	conservative	call,put
5	fe46fd8	discard	rand	11.1483	11.148	11.220	58867.41	0.00	100.00	-0.6	9999	200	0	aggressive,moderate	call
6	5fd605a	discard	rand	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	9999	0,1,2	conservative,moderate	call
7	4c39aa5	discard	rand	9.6248	9.913	11.220	39544.34	0.87	90.83	-11.6	9999	100	0,2,3	aggressive,conservative,moderate	call,put
8	481dda9	discard	rand	10.8855	10.893	11.220	56601.93	0.02	98.47	-2.9	9999	100	1	aggressive	call,put
9	5848027	discard	rand	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	300	1,2	moderate	call
10	697e5c4	discard	rand	11.6285	11.628	11.220	56931.89	0.00	100.00	+3.6	9999	150	1	conservative,moderate	put
11	06e6979	discard	rand	10.6548	10.697	11.220	52490.91	0.12	94.80	-4.7	9999	100	1,2,3	aggressive	call,put
12	e9d394d	discard	rand	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	300	0,1,2,3	moderate	call,put
13	edad899	discard	rand	8.9096	9.312	11.220	40484.06	1.30	88.69	-17.0	9999	200	0,1,2,3	aggressive,conservative,moderate	call,put
14	23b91f7	discard	rand	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	9999	0,1,2,3	conservative,moderate	call
15	886e648	discard	rand	10.2629	10.387	11.220	46837.88	0.36	91.74	-7.4	9999	200	1,2	aggressive,moderate	call,put
16	0d32769	discard	rand	11.2199	11.220	11.220	59573.74	0.00	100.00	+0.0	9999	9999	0,1,2,3	aggressive,conservative,moderate	put
